name	title	href
LINANÄS	LINANÄS/リーナネス ソファ 組立て方法	https://www.youtube.com/watch?v=SSrLFggqRYs&pp=ygUWTElOQU7DhFMgU29mYSBhc3NlbWJseQ%3D%3D
LINANÄS	SETTING UP AN #IKEA LINANÄS SOFA ALL BY MYSELF (EASY OR HARD?)	https://www.youtube.com/watch?v=MSZGMx4g7go&pp=ygUWTElOQU7DhFMgU29mYSBhc3NlbWJseQ%3D%3D
LINANÄS	How to assemble an IKEA Linanas couch sofa 🛋️  #ikea #linanas	https://www.youtube.com/watch?v=Gz1jK1zVzE0&pp=ygUWTElOQU7DhFMgU29mYSBhc3NlbWJseQ%3D%3D
MORABO	Morabo Sectional Sofa Set (Sofa with Chaise Lounge) Unboxing and Assembly	https://www.youtube.com/watch?v=O2RrttMgsbs&pp=ygUUTU9SQUJPIFNvZmEgYXNzZW1ibHk%3D
MORABO	Ikea LANDSKRONA 3 seat sofa, with chaise longue Assembly instructions	https://www.youtube.com/watch?v=MxtGbvysuHo&pp=ygUUTU9SQUJPIFNvZmEgYXNzZW1ibHk%3D
MORABO	Ikea LANDSKRONA Light Green 2 Seat Sofa Assembly Time-lapse	https://www.youtube.com/watch?v=qOMSEhAnmiE&pp=ygUUTU9SQUJPIFNvZmEgYXNzZW1ibHk%3D
PÄRUP	PÄRUP/ペルプ ソファ組立て方法	https://www.youtube.com/watch?v=a3YhF9wn10g&pp=ygUgUMOEUlVQIFNvZmEgd2l0aCBjaGFpc2UgYXNzZW1ibHk%3D
PÄRUP	Easy IKEA.PH_ PÄRUP Sofa Assembly: Your Guide in Vissle Gray	https://www.youtube.com/watch?v=Xz4JR3GSWsM&pp=ygUgUMOEUlVQIFNvZmEgd2l0aCBjaGFpc2UgYXNzZW1ibHk%3D
PÄRUP	UNBOXING SOFA PARUP IKEA DAN CARA MERAKITNYA	https://www.youtube.com/watch?v=oPd3eazOoeI&pp=ygUgUMOEUlVQIFNvZmEgd2l0aCBjaGFpc2UgYXNzZW1ibHk%3D
FINNALA	IKEA Sectional. DIY: How to assemble IKEA FINNALA Sectional, 4-seat corner, Dalstorp multicolor.	https://www.youtube.com/watch?v=V8jlPAJkD8E&pp=ygUVRklOTkFMQSBTb2ZhIGFzc2VtYmx5
FINNALA	Finnala Ikea Couch [Unboxing / Timelapse]	https://www.youtube.com/watch?v=Tx76f3xNEtk&pp=ygUVRklOTkFMQSBTb2ZhIGFzc2VtYmx5
FINNALA	BUILDING MY IKEA SOFA	https://www.youtube.com/watch?v=ZrKwSrQ-aRg&pp=ygUVRklOTkFMQSBTb2ZhIGFzc2VtYmx5
GLOSTAD	Unboxing and Assembling Ikea GLOSTAD sofa 2 seater from IKEA #unboxingplaytime	https://www.youtube.com/watch?v=AOFREMh8rsQ&pp=ygUZR0xPU1RBRCBMb3Zlc2VhdCBhc3NlbWJseQ%3D%3D
GLOSTAD	IKEA Glostad Loveseat	https://www.youtube.com/shorts/QXiZ4KpTgm4
GLOSTAD	IKEA's Cheapest Loveseat. Is It Actually Comfortable?	https://www.youtube.com/watch?v=aoMcbgP7yQc&pp=ygUZR0xPU1RBRCBMb3Zlc2VhdCBhc3NlbWJseQ%3D%3D
SÖDERHAMN	Ikea SÖDERHAMN 4 seat sofa with chaise longue Assembly instructions	https://www.youtube.com/watch?v=bXV53Vva83A&pp=ygUYU8OWREVSSEFNTiBTb2ZhIGFzc2VtYmx5
SÖDERHAMN	BOUGHT A NEW SOFA! THE IKEA SODERHAMN SOFA - UNBOXING AND ASSEMBLY - IS IT EASY TO BUILD?	https://www.youtube.com/watch?v=8BiAMax6LXo&pp=ygUYU8OWREVSSEFNTiBTb2ZhIGFzc2VtYmx5
SÖDERHAMN	IKEA SODERHAMN SOFA Full Assembly!	https://www.youtube.com/watch?v=S5m6GkAvKJE&pp=ygUYU8OWREVSSEFNTiBTb2ZhIGFzc2VtYmx5
KLIPPAN	How to assemble IKEA KLIPPAN sofa || JAZZYTV	https://www.youtube.com/watch?v=rGp0dC9bqVE&pp=ygUZS0xJUFBBTiBMb3Zlc2VhdCBhc3NlbWJseQ%3D%3D
KLIPPAN	How to assemble Ikea's Klippan sofa?	https://www.youtube.com/watch?v=In0mRApetNQ&pp=ygUZS0xJUFBBTiBMb3Zlc2VhdCBhc3NlbWJseQ%3D%3D
KLIPPAN	Transform Your IKEA Klippan with Easy-to-Install Sofa Slipcovers | Comfort Works	https://www.youtube.com/watch?v=-K63SHf9WxA&pp=ygUZS0xJUFBBTiBMb3Zlc2VhdCBhc3NlbWJseQ%3D%3D
GAMMALBYN	GAMMALBYN ARM CHAIR INSTALLATION BY WIFY	https://www.youtube.com/watch?v=er1Cne_2aJ0&pp=ygUXR0FNTUFMQllOIFNvZmEgYXNzZW1ibHk%3D
GAMMALBYN	How To Easily Install IKEA Furniture At Home | Affordable Sofa Under 17,000 Rs 🔥🔥	https://www.youtube.com/watch?v=2UykTEAz0I8&pp=ygUXR0FNTUFMQllOIFNvZmEgYXNzZW1ibHk%3D
GAMMALBYN	Ikea sofa installation | Ormaryd sofa | IKEA sofa assembling	https://www.youtube.com/watch?v=_oSwyWFcFwI&pp=ygUXR0FNTUFMQllOIFNvZmEgYXNzZW1ibHk%3D
HÄRLANDA	IKEA Harlanda Sofa 🛋- how to 🛠 🧰 furniture video under 5 minutes !To the point video #ikea #sofa	https://www.youtube.com/watch?v=FfCzA7fwWjI&pp=ygUXSMOEUkxBTkRBIFNvZmEgYXNzZW1ibHk%3D
HÄRLANDA	IKEA - HÄRLANDA build and review	https://www.youtube.com/watch?v=Vr6SM2FRX2E&pp=ygUXSMOEUkxBTkRBIFNvZmEgYXNzZW1ibHk%3D
HÄRLANDA	Ikea GRÖNLID 4 seat sofa with chaise longue Assembly instructions / Ikea HÄRLANDA (Ikea USA)	https://www.youtube.com/watch?v=2QNxexp9Ikg&pp=ygUXSMOEUkxBTkRBIFNvZmEgYXNzZW1ibHk%3D
